"id","example","intent_id"
2724,"choose another CA number BRPL",56
2725,"can you select another CA number BRPL",56
2726,"choose a different CA number BRPL",56
2727,"pick another CA number BRPL",56
2728,"switch to another CA number BRPL",56
2729,"change to another CA number BRPL",56
2730,"I want to switch CA number BRPL",56
2731,"another CA number please BRPL",56
2732,"let’s select another CA number BRPL",56
2733,"show me another CA number BRPL",56
2751,"कोई और सीए नंबर चुनें BRPL",58
2752,"कृपया कोई अन्य सीए नंबर चुनें BRPL",58
2753,"एक और सीए नंबर चुनें BRPL",58
2754,"कृपया दूसरा सीए नंबर चुनें BRPL",58
2755,"दूसरा सीए नंबर चुनना है BRPL",58
2756,"कोई अन्य सीए नंबर सेलेक्ट करें BRPL",58
2757,"नया सीए नंबर चुनें BRPL",58
2758,"Select करें कोई और CA नंबर BRPL",58
2759,"नया CA नंबर सेलेक्ट करना है BRPL",58
2760,"अन्य CA नंबर चुनना है BRPL",58
2761,"क्या मैं दूसरा सीए नंबर चुन सकता हूँ BRPL",58
2762,"कृपया नया सीए नंबर दें BRPL",58
2763,"दूसरा CA नंबर चाहिए BRPL",58
2764,"अलग सीए नंबर चुनें BRPL",58
2765,"दूसरे सीए नंबर पर स्विच करें BRPL",58
2766,"मुझे और सीए नंबर सेलेक्ट करना है BRPL",58
2767,"एक अलग CA नंबर चुनना है BRPL",58
2768,"कृपया एक नया सीए नंबर चुनें BRPL",58
2787,"Payment History BRPL",60
2788,"payment history BRPL",60
2789,"payment History BRPL",60
2791,"Pay History BRPL",60
2792,"pay history BRPL",60
2793,"Payment details BRPL",60
2794,"payment details BRPL",60
2795,"Payment info BRPL",60
2796,"payment info BRPL",60
2797,"BRPL payment history",60
2798,"BRPL pay history",60
2799,"History of payment BRPL",60
2800,"History of my payment BRPL",60
2801,"Payment record BRPL",60
2802,"payment record BRPL",60
2803,"Past payments BRPL",60
2804,"previous payment details BRPL",60
2805,"last payment history BRPL",60
2806,"July bill which is already paid not coming in the payment history BRPL",60
2807,"How do we download Payment history BRPL",60
2808,"Please send me the bill payment history BRPL",60
2809,"payment history for my ca number BRPL",60
2810,"need to check payment history BRPL",60
2811,"Need access to Payment History BRPL",60
2812,"do u have my payment history BRPL",60
2813,"i have a Payment related query BRPL",60
2815,"want to know the payment history BRPL",60
2816,"I would like to see my payment history BRPL",60
2817,"How do I check my payment history BRPL",60
2818,"can i get the payment histroy BRPL",60
2819,"want to download my payment history BRPL",60
2820,"I wanted to check Payment History BRPL",60
2821,"Payment history BRPL",60
2822,"i want to know about my Payments BRPL",60
2823,"give me information on my Payment BRPL",60
2824,"Need bill Payment history BRPL",60
2825,"How can I check payment history BRPL",60
2864,"पेमेंट हिस्ट्री BRPL",62
2865,"भुगतान की जानकारी BRPL",62
2866,"पेमेंट डिटेल्स BRPL",62
2867,"पेमेंट का इतिहास BRPL",62
2868,"पेमेंट की जानकारी BRPL",62
2869,"पिछला भुगतान BRPL",62
2870,"पिछले भुगतान का इतिहास BRPL",62
2871,"भुगतान का रिकॉर्ड BRPL",62
2872,"पेमेंट का रिकॉर्ड BRPL",62
2873,"अंतिम भुगतान इतिहास BRPL",62
2874,"पुराने भुगतान BRPL",62
2875,"पुराने पेमेंट BRPL",62
2876,"भुगतान विवरण BRPL",62
2877,"पेमेंट विवरण BRPL",62
2878,"पिछला पेमेंट BRPL",62
2879,"भुगतान रिपोर्ट BRPL",62
2880,"पेमेंट रिपोर्ट BRPL",62
2881,"जुलाई का बिल जो पहले ही भुगतान किया गया है, भुगतान इतिहास में नहीं दिख रहा है BRPL",62
2882,"हम भुगतान इतिहास कैसे डाउनलोड करें BRPL",62
2883,"कृपया मुझे बिल भुगतान इतिहास भेजें BRPL",62
2884,"मेरे CA नंबर का भुगतान इतिहास BRPL",62
2885,"मुझे भुगतान इतिहास चेक करना है BRPL",62
2886,"भुगतान इतिहास तक पहुँच चाहिए BRPL",62
2887,"क्या आपके पास मेरा भुगतान इतिहास है BRPL",62
2888,"मेरी भुगतान से संबंधित एक क्वेरी है BRPL",62
2890,"भुगतान इतिहास के बारे में जानना चाहता हूँ BRPL",62
2891,"मैं अपना भुगतान इतिहास देखना चाहता हूँ BRPL",62
2892,"मैं अपना भुगतान इतिहास कैसे देख सकता हूँ BRPL",62
2893,"क्या मुझे भुगतान इतिहास मिल सकता है BRPL",62
2894,"मैं अपना भुगतान इतिहास डाउनलोड करना चाहता हूँ BRPL",62
2895,"मैं भुगतान इतिहास चेक करना चाहता था BRPL",62
2896,"भुगतान इतिहास BRPL",62
2897,"मैं अपने भुगतानों के बारे में जानना चाहता हूँ BRPL",62
2898,"मुझे मेरे भुगतान की जानकारी दें BRPL",62
2899,"बिल भुगतान इतिहास चाहिए BRPL",62
2900,"मैं भुगतान इतिहास कैसे देख सकता हूँ BRPL",62
2939,"Payment Status BRPL",64
2940,"payment status BRPL",64
2941,"payment Status BRPL",64
2942,"Payment status BRPL",64
2943,"Pay Status BRPL",64
2944,"pay status BRPL",64
2945,"Has my payment been made BRPL",64
2946,"Bill payment status BRPL",64
2947,"Is my bill paid BRPL",64
2948,"Payment confirmation BRPL",64
2949,"Has my bill payment gone through BRPL",64
2950,"Bill paid or not BRPL",64
2969,"भुगतान की स्थिति BRPL",66
2970,"भुगतान स्थिति BRPL",66
2971,"पेमेंट स्टेटस BRPL",66
2972,"पे स्टेटस BRPL",66
2973,"भुगतान हुआ या नहीं BRPL",66
2974,"बिल का भुगतान हुआ क्या? BRPL",66
2987,"Consumption History BRPL",68
2989,"Consumption history BRPL",68
2990,"consumption History BRPL",68
2991,"Con History BRPL",68
2992,"Consumption His BRPL",68
2993,"consumption history BRPL",68
2994,"consumption his BRPL",68
2995,"usage history BRPL",68
2996,"Usage History BRPL",68
2997,"electricity consumption history BRPL",68
2998,"Electricity Consumption History BRPL",68
2999,"power usage history BRPL",68
3000,"Power Usage History BRPL",68
3001,"consumption record BRPL",68
3002,"Consumption Record BRPL",68
3003,"usage record BRPL",68
3004,"Usage Record BRPL",68
3024,"खपत का इतिहास BRPL",70
3025,"खपत इतिहास BRPL",70
3026,"खपत का ब्यौरा BRPL",70
3027,"खपत डिटेल्स BRPL",70
3028,"खपत हिस्ट्री BRPL",70
3029,"खपत का रिकॉर्ड BRPL",70
3030,"बिजली खपत का इतिहास BRPL",70
3031,"बिजली खपत की जानकारी BRPL",70
3032,"बिजली खपत डिटेल्स BRPL",70
3033,"मेरी खपत का रिकॉर्ड BRPL",70
3034,"पिछले महीने की खपत BRPL",70
3035,"पिछले बिल की खपत BRPL",70
3036,"पिछले साल की खपत BRPL",70
3037,"अब तक की खपत BRPL",70
3038,"खपत की पूरी जानकारी BRPL",70
